"","bloom_period","fall_conspicuous","flower_conspicuous","fruit_period","id","link_st","name","native_status","palatable_human","sc_name_corr","scientific_name","th_height","th_src","th_width","title_st","wildlife_value","corrected","link_eol","title_eol"
96,"",1.0,0.0,"",140.0,"https://selectree.calpoly.edu/tree-detail/populus-alba","Populus","False",0.0,"Populus","Populus","","","","Populus alba",1.0,"Populus alba","http://eol.org/pages/592441/overview","White Poplar - Populus alba - Overview - Encyclopedia of Life"
97,"spring, winter",1.0,1.0,"spring, summer",141.0,"https://selectree.calpoly.edu/tree-detail/prunus-avium","","False",1.0,"Prunus avium","Prunus avium","","","","Prunus avium",1.0,"Prunus avium","http://eol.org/pages/231737/overview","Sweet Cherry - Prunus avium - Overview - Encyclopedia of Life"
98,"spring, winter",1.0,1.0,"spring, summer",142.0,"","","False",1.0,"Prunus Bing","Prunus Bing","","","","",1.0,"","",""
99,"spring, winter",1.0,1.0,"spring, summer",143.0,"https://selectree.calpoly.edu/tree-detail/prunus-laurocerasus","","False",1.0,"Prunus Black","Prunus Black",186.0,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTKbG-xmkFRiasPsK8E674_Ucp6_ACIu_R1WeErfuPXxAUCe7pG6XpK_yjb",271.0,"Prunus laurocerasus",1.0,"","",""
100,"spring",1.0,1.0,"summer",144.0,"https://selectree.calpoly.edu/tree-detail/prunus-domestica","Prunus domestica","False",1.0,"Prunus domestica","Prunus domestica","","","","Prunus domestica",1.0,"Prunus domestica","http://eol.org/pages/301139/overview","Common Plum - Prunus domestica - Overview - Encyclopedia of Life"
101,"spring, summer",1.0,1.0,"",145.0,"","","False",0.0,"Prunus spinosa","Prunus spinosa","","","","",1.0,"Prunus insititia","http://eol.org/pages/794389/overview","European Plum - Prunus insititia - Overview - Encyclopedia of Life"
102,"spring, summer",1.0,1.0,"",146.0,"https://selectree.calpoly.edu/tree-detail/prunus-%C3%97-blireana","Prunus blireiana","False",0.0,"Prunus blireiana","Prunus xblireiana",194.0,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTAKp_Mm5cvk34N2nlU7GwoK6Hs6xiZWWcV7-KKcqsKQeUwgl5wodVQY2w",259.0,"FLOWERING PLUM Prunus × blireana",1.0,"Prunus blireiana","http://eol.org/pages/634384/overview","Flowering Plum - Prunus blireiana - Overview - Encyclopedia of Life"
103,"spring, summer",1.0,1.0,"",147.0,"https://selectree.calpoly.edu/tree-detail/prunus-%C3%97-yedoensis","Prunus yedoensis","False",0.0,"Prunus yedoensis","Prunus xyedoensis","","","","Prunus × yedoensis",1.0,"Prunus yedoensis","http://eol.org/pages/633822/overview","Yoshino Cherry - Prunus yedoensis - Overview - Encyclopedia of Life"
104,"spring",1.0,1.0,"",148.0,"https://selectree.calpoly.edu/tree-detail/prunus-mume","Prunus","False",0.0,"Prunus","Prunus","","","","Prunus mume",1.0,"Prunus","http://eol.org/pages/628570/overview","Mahaleb Cherry - Prunus mahaleb - Overview - Encyclopedia of Life"
105,"spring, summer",1.0,1.0,"",149.0,"https://selectree.calpoly.edu/tree-detail/punica-granatum","","False",0.0,"Punica granatum","Punica granatum","","","","POMEGRANATE Punica granatum",0.0,"Punica granatum","http://eol.org/pages/582971/overview","Pomegranate - Punica granatum - Overview - Encyclopedia of Life"
106,"spring",0.0,1.0,"",150.0,"","","False",0.0,"Pyracantha koidzumii","Pyracantha koidzumii","","","","",1.0,"Pyracantha koidzumii","http://eol.org/pages/635939/overview","Formosa Firethorn - Pyracantha koidzumii - Overview ..."
107,"spring",1.0,1.0,"fall",152.0,"https://selectree.calpoly.edu/tree-detail/pyrus-communis","","False",1.0,"Pyrus communis","Pyrus communis","","","","PEAR Pyrus communis",1.0,"Pyrus communis","http://eol.org/pages/230698/overview","Pyrus communis - Overview - Encyclopedia of Life"
108,"spring",1.0,1.0,"",154.0,"https://selectree.calpoly.edu/tree-detail/pyrus-pyrifolia","Pyrus pyrifolia","False",0.0,"Pyrus pyrifolia","Pyrus pyrifolia","","","","ASIAN PEAR Pyrus pyrifolia",1.0,"","",""
109,"spring",0.0,1.0,"",155.0,"","Pyrus","False",0.0,"Pyrus","Pyrus","","","","",1.0,"Pyrus","http://eol.org/pages/29920/overview","Pears - Pyrus - Overview - Encyclopedia of Life"
110,"",0.0,0.0,"",156.0,"https://selectree.calpoly.edu/tree-detail/quercus-frainetto","Quercus frainetto","False",0.0,"Quercus frainetto","Quercus frainetto","","","","Quercus frainetto",1.0,"Quercus frainetto","http://eol.org/pages/1151606/overview","Italian Oak - Quercus frainetto - Overview - Encyclopedia of Life"
111,"",0.0,0.0,"",157.0,"https://selectree.calpoly.edu/tree-detail/quercus-wislizeni","","True",0.0,"Quercus wislizeni","Quercus wislizeni","","","","Quercus wislizeni",1.0,"Quercus wislizeni A. DC.","http://eol.org/pages/1151183/overview","Interior Live Oak - Quercus wislizeni A. DC. - Overview ..."
112,"",0.0,0.0,"",158.0,"https://selectree.calpoly.edu/tree-detail/Quercus-dumosa","Quercus","False",0.0,"Quercus","Quercus","","","","SCRUB OAK Quercus dumosa",1.0,"Quercus suber","http://eol.org/pages/1151259/overview","Cork Oak - Quercus suber - Overview - Encyclopedia of Life"
113,"spring, fall, winter",0.0,1.0,"",159.0,"","Rhaphiolepis indica","False",0.0,"Rhaphiolepis indica","Rhaphiolepis indica","","","","",1.0,"Rhaphiolepis indica","http://eol.org/pages/1258771/overview","Rhaphiolepis indica var. indica - Overview - Encyclopedia of Life"
114,"spring, summer",1.0,1.0,"",160.0,"https://selectree.calpoly.edu/tree-detail/robinia-%C3%97-ambigua","Robinia ambigua","False",0.0,"Robinia ambigua","Robinia xambigua","","","","Robinia × ambigua",1.0,"Robinia amara","http://eol.org/pages/6307038/overview","Robinia amara - Overview - Encyclopedia of Life"
115,"",0.0,0.0,"",161.0,"","Salix","False",0.0,"Salix","Salix","","","","",0.0,"Salix","http://eol.org/pages/418554/overview","Bayberry Willow - Salix myricoides - Overview - Encyclopedia of Life"
116,"",0.0,0.0,"",162.0,"https://selectree.calpoly.edu/tree-detail/taxus-brevifolia","","True",0.0,"Taxus brevifolia","Taxus brevifolia","","","","Taxus brevifolia",0.0,"Taxus brevifolia","http://eol.org/pages/991548/overview","Western Yew - Taxus brevifolia - Overview - Encyclopedia of Life"
117,"spring",0.0,1.0,"",163.0,"https://selectree.calpoly.edu/tree-detail/tristaniopsis-laurina","Tristaniopsis laurina","False",0.0,"Tristaniopsis laurina","Tristaniopsis laurina","","","","WATER GUM Tristaniopsis laurina",0.0,"Tristaniopsis","http://eol.org/pages/5461063/overview","Tristaniopsis - Tristaniopsis - Overview - Encyclopedia of Life"
118,"",0.0,0.0,"",164.0,"https://selectree.calpoly.edu/tree-detail/ulmus-procera","Ulmus procera","False",0.0,"Ulmus procera","Ulmus procera","","","","Ulmus procera",0.0,"Ulmus procera","http://eol.org/pages/596199/overview","English Elm - Ulmus procera - Overview - Encyclopedia of Life"
119,"",0.0,0.0,"",165.0,"","","False",0.0,"Ulmus Prospector","Ulmus Prospector","","","","",0.0,"","",""
120,"",0.0,0.0,"",166.0,"https://selectree.calpoly.edu/tree-detail/ulmus-hollandica","","False",0.0,"Ulmus hollandica","Ulmus xhollandica","","","","Ulmus hollandica",0.0,"","",""
121,"",0.0,0.0,"",167.0,"https://selectree.calpoly.edu/tree-detail/ulmus-minor","Ulmus","False",0.0,"Ulmus","Ulmus","","","","Ulmus minor",0.0,"Ulmus","http://eol.org/pages/594894/overview","Wahoo - Ulmus alata - Overview - Encyclopedia of Life"
122,"spring, winter",0.0,1.0,"",184.0,"https://selectree.calpoly.edu/tree-detail/acacia-longifolia","Acacia longifolia","False",0.0,"Acacia longifolia","Acacia longifolia","","","","Acacia longifolia",1.0,"Acacia longifolia","http://eol.org/pages/690308/overview","Sydney Golden Wattle - Acacia longifolia - Overview - Encyclopedia ..."
123,"spring, winter",0.0,1.0,"",190.0,"https://selectree.calpoly.edu/tree-detail/acacia-melanoxylon","Acacia melanoxylon","False",0.0,"Acacia melanoxylon","Acacia melanoxylon","","","","Acacia melanoxylon",1.0,"Acacia melanoxylon","http://eol.org/pages/39831369/overview","Acacia melanoxylon phytoplasma - Overview - Encyclopedia of Life"
124,"spring, winter",0.0,1.0,"",257.0,"https://selectree.calpoly.edu/tree-detail/acacia-stenophylla","Acacia stenophylla","False",0.0,"Acacia stenophylla","Acacia stenophylla","","","","Acacia stenophylla",1.0,"","",""
125,"",1.0,0.0,"",416.0,"https://selectree.calpoly.edu/tree-detail/acer-buergerianum","Acer buergeranum","False",0.0,"Acer buergerianum","Acer buergerianum","","","","TRIDENT MAPLE Acer buergerianum",0.0,"","",""
126,"",1.0,0.0,"",418.0,"https://selectree.calpoly.edu/tree-detail/acer-circinatum","Acer circinatum","True",0.0,"Acer circinatum","Acer circinatum","","","","Acer circinatum",0.0,"Acer circinatum","http://eol.org/pages/582251/overview","Vine Maple - Acer circinatum - Overview - Encyclopedia of Life"
127,"",1.0,0.0,"",422.0,"https://selectree.calpoly.edu/tree-detail/acer-tataricum-ginnala","Acer ginnela","False",0.0,"Acer ginnala","Acer ginnala","","","","AMUR MAPLE Acer tataricum subsp. ginnala",1.0,"Acer ginnala","http://eol.org/pages/582250/overview","Amur Maple - Acer ginnala - Overview - Encyclopedia of Life"
128,"",1.0,0.0,"",427.0,"https://selectree.calpoly.edu/tree-detail/acer-japonicum","Acer japonicum","False",0.0,"Acer japonicum","Acer japonicum","","","","Acer japonicum",1.0,"","",""
129,"",1.0,0.0,"",429.0,"https://selectree.calpoly.edu/tree-detail/Acer-macrophyllum","Acer macrophyllum","True",0.0,"Acer macrophyllum","Acer macrophyllum","","","","BIGLEAF MAPLE Acer macrophyllum",1.0,"Acer macrophyllum","http://eol.org/pages/582252/overview","Oregon Maple - Acer macrophyllum - Overview - Encyclopedia of Life"
130,"",1.0,0.0,"",439.0,"https://selectree.calpoly.edu/tree-detail/acer-saccharinum","Acer saccharinum","False",0.0,"Acer saccharinum","Acer saccharinum","","","","Acer saccharinum",0.0,"Acer saccharinum","http://eol.org/pages/583072/overview","Silver Maple - Acer saccharinum - Overview - Encyclopedia of Life"
131,"",1.0,0.0,"",440.0,"https://selectree.calpoly.edu/tree-detail/acer-saccharum","","False",0.0,"Acer saccharum","Acer saccharum","","","","Acer saccharum",1.0,"Acer saccharum","http://eol.org/pages/582247/overview","Sugar Maple - Acer saccharum - Overview - Encyclopedia of Life"
132,"spring",0.0,1.0,"",791.0,"https://selectree.calpoly.edu/tree-detail/Aesculus-californica","Aesculus californica","True",0.0,"Aesculus californica","Aesculus californica","","","","Aesculus californica",1.0,"Aesculus californica","http://eol.org/pages/581628/overview","California Buckeye - Aesculus californica - Overview - Encyclopedia ..."
133,"spring, summer",1.0,1.0,"",1080.0,"https://selectree.calpoly.edu/tree-detail/albizia-julibrissin","Albizia julibrissin","False",0.0,"Albizia julibrissin","Albizia julibrissin","","","","SILK TREE Albizia julibrissin",1.0,"Albizia julibrissin","http://eol.org/pages/640054/overview","Mimosa - Albizia julibrissin - Overview - Encyclopedia of Life"
134,"",0.0,0.0,"",1310.0,"https://selectree.calpoly.edu/tree-detail/allocasuarina-verticillata","","False",0.0,"Allocasuarina verticillata","Allocasuarina verticillata","","","","MOUNTAIN SHE-OAK Allocasuarina verticillata",0.0,"","",""
135,"",1.0,0.0,"",1338.0,"https://selectree.calpoly.edu/tree-detail/alnus-cordata","Alnus cordata","False",0.0,"Alnus cordata","Alnus cordata","","","","Alnus cordata",1.0,"Alnus cordata","http://eol.org/pages/1145955/overview","Italian Alder - Alnus cordata - Overview - Encyclopedia of Life"
136,"",0.0,0.0,"winter",2367.0,"https://selectree.calpoly.edu/tree-detail/araucaria-heterophylla","Araucaria heterophylla","False",1.0,"Araucaria heterophylla","Araucaria heterophylla","","","","Araucaria heterophylla",0.0,"","",""
137,"fall, winter",0.0,1.0,"fall, winter",2373.0,"https://selectree.calpoly.edu/tree-detail/arbutus-unedo","Arbutus unedo","False",1.0,"Arbutus unedo","Arbutus unedo","","","","Arbutus unedo",1.0,"Arbutus unedo","http://eol.org/pages/583608/overview","Strawberry-tree - Arbutus unedo - Overview - Encyclopedia of Life"
138,"spring",0.0,1.0,"",2536.0,"https://selectree.calpoly.edu/tree-detail/syagrus-romanzoffiana","Arecastrum romanzoffianum","False",0.0,"Arecastrum romanzoffianum","Arecastrum romanzoffianum","","","","QUEEN PALM Syagrus romanzoffiana",0.0,"","",""
139,"spring, summer",0.0,1.0,"",4975.0,"https://selectree.calpoly.edu/tree-detail/brachychiton-acerifolius","Brachychiton acerifolius","False",0.0,"Brachychiton acerifolius","Brachychiton acerifolius","","","","Brachychiton acerifolius",0.0,"Brachychiton acerifolius","http://eol.org/pages/5420372/overview","Flame Bottletree - Brachychiton acerifolius (A. Cunn. ex G. Don ..."
140,"spring",0.0,1.0,"fall",5599.0,"https://selectree.calpoly.edu/tree-detail/butia-capitata","Butia capitata","False",1.0,"Butia capitata","Butia capitata","","","","PINDO PALM Butia capitata",1.0,"Butia capitata","http://eol.org/pages/1003987/overview","Pindo - Butia capitata - Overview - Encyclopedia of Life"
141,"spring, summer",0.0,1.0,"",5839.0,"https://selectree.calpoly.edu/tree-detail/callistemon-citrinus","Callistemon citrinus","False",0.0,"Callistemon citrinus","Callistemon citrinus","","","","LEMON BOTTLEBRUSH Callistemon citrinus",1.0,"Callistemon citrinus","http://eol.org/pages/2508464/overview","Crimson Bottlebrush - Callistemon citrinus - Overview ..."
142,"spring, summer",0.0,1.0,"",5851.0,"https://selectree.calpoly.edu/tree-detail/callistemon-viminalis","Callistemon viminalis","False",0.0,"Callistemon viminalis","Callistemon viminalis","","","","WEEPING BOTTLEBRUSH Callistemon viminalis",1.0,"Callistemon citrinus","http://eol.org/pages/2508464/overview","Crimson Bottlebrush - Callistemon citrinus - Overview ..."
143,"",0.0,0.0,"",5874.0,"https://selectree.calpoly.edu/tree-detail/Calocedrus-decurrens","Calocedrus decurrens","True",0.0,"Calocedrus decurrens","Calocedrus decurrens","","","","Calocedrus decurrens",1.0,"","",""
144,"",1.0,0.0,"",7201.0,"https://selectree.calpoly.edu/tree-detail/carpinus-betulus","Carpinus betulus","False",0.0,"Carpinus betulus","Carpinus betulus","","","","Carpinus betulus",1.0,"Carpinus betulus","http://eol.org/pages/1148643/overview","European Hornbeam - Carpinus betulus - Overview - Encyclopedia ..."
145,"summer",0.0,1.0,"",7267.0,"https://selectree.calpoly.edu/tree-detail/cassia-leptophylla","Cassia leptophylla","False",0.0,"Cassia leptophylla","Cassia leptophylla","","","","GOLD MEDALLION TREE Cassia leptophylla",0.0,"Cassia leptophylla","http://eol.org/pages/640224/overview","Gold Medallion Tree - Cassia leptophylla - Overview - Encyclopedia ..."
146,"",0.0,0.0,"",7613.0,"https://selectree.calpoly.edu/tree-detail/cedrus-deodara","Cedrus deodara","False",0.0,"Cedrus deodara","Cedrus deodara",187.0,"https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQyn4GlHvq-gmFMWBrIHHcoaSGH4q_akpTHkvqt2sH3cc4TQ8QLUe2-BvGE",270.0,"Cedrus deodara",1.0,"Cedrus deodara","http://eol.org/pages/1033603/overview","Deodar Cedar - Cedrus deodara - Overview - Encyclopedia of Life"
147,"",1.0,0.0,"summer, fall",7637.0,"https://selectree.calpoly.edu/tree-detail/celtis-australis","Celtis australis","False",1.0,"Celtis australis","Celtis australis","","","","Celtis australis",1.0,"Celtis australis","http://eol.org/pages/591115/overview","European Nettle Tree - Celtis australis - Overview - Encyclopedia of ..."
148,"",1.0,0.0,"summer, fall",7647.0,"https://selectree.calpoly.edu/tree-detail/celtis-occidentalis","Celtis occidentalis","False",1.0,"Celtis occidentalis","Celtis occidentalis","","","","Celtis occidentalis",1.0,"Celtis occidentalis","http://eol.org/pages/589818/overview","Common Hackberry - Celtis occidentalis - Overview - Encyclopedia ..."
149,"",1.0,0.0,"summer, fall",7649.0,"https://selectree.calpoly.edu/tree-detail/celtis-sinensis","Celtis sinensis","False",1.0,"Celtis sinensis","Celtis sinensis","","","","Celtis sinensis",1.0,"","",""
150,"spring",0.0,1.0,"summer, fall",7850.0,"https://selectree.calpoly.edu/tree-detail/ceratonia-siliqua","Ceratonia siliqua","False",1.0,"Ceratonia siliqua","Ceratonia siliqua","","","","Ceratonia siliqua",1.0,"Ceratonia siliqua","http://eol.org/pages/418096/overview","Carob - Ceratonia siliqua - Overview - Encyclopedia of Life"
151,"",0.0,0.0,"",8063.0,"https://selectree.calpoly.edu/tree-detail/chamaerops-humilis","Chamaerops humilis","False",0.0,"Chamaerops humilis","Chamaerops humilis","","","","MEDITERRANEAN FAN PALM Chamaerops humilis",0.0,"Chamaerops humilis","http://eol.org/pages/1091059/overview","European Fan Palm - Chamaerops humilis - Overview ..."
152,"",0.0,0.0,"",8577.0,"https://selectree.calpoly.edu/tree-detail/cinnamomum-camphora","Cinnamomum camphora","False",0.0,"Cinnamomum camphora","Cinnamomum camphora","","","","Cinnamomum camphora",1.0,"Cinnamomum camphora","http://eol.org/pages/596902/overview","Camphor - Cinnamomum camphora - Overview - Encyclopedia of Life"
153,"summer",0.0,1.0,"",9678.0,"https://selectree.calpoly.edu/tree-detail/cordyline-australis","Cordyline australis","False",0.0,"Cordyline australis","Cordyline australis","","","","Cordyline australis",0.0,"Cordyline australis","http://eol.org/pages/1087084/overview","Cabbage Tree - Cordyline australis - Overview - Encyclopedia of Life"
154,"",0.0,0.0,"fall",9823.0,"","","True",1.0,"Corylus cornuta","Corylus cornuta","","","","",1.0,"","",""
155,"",0.0,0.0,"",9829.0,"https://selectree.calpoly.edu/tree-detail/corymbia-citriodora","Corymbia citriodora","False",0.0,"Corymbia citriodora","Corymbia citriodora",52.0,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTauVLFaaD7oOedbYONQo268ns8MNwlnLyp54IyWdwTizE81gVIJVXQQ",180.0,"Corymbia citriodora",0.0,"Corymbia citriodora","http://eol.org/pages/301375/overview","Lemon Scented Gum - Corymbia citriodora (Hook.) K. D. Hill ..."
156,"spring, summer, fall, winter",0.0,1.0,"",9832.0,"https://selectree.calpoly.edu/tree-detail/corymbia-ficifolia","Corymbia ficifolia","False",0.0,"Corymbia ficifolia","Corymbia ficifolia","","","","Corymbia ficifolia",1.0,"Corymbia ficifolia","http://eol.org/pages/301438/overview","Redflower Gum - Corymbia ficifolia (F. Muell.) K. D. Hill & L. A. S. ..."
157,"spring, summer",1.0,1.0,"",10145.0,"https://selectree.calpoly.edu/tree-detail/crataegus-phaenopyrum","Crataegus phaenopyrum","False",0.0,"Crataegus phaenopyrum","Crataegus phaenopyrum","","","","WASHINGTON HAWTHORN Crataegus phaenopyrum",1.0,"","",""
158,"",0.0,0.0,"",10569.0,"https://selectree.calpoly.edu/tree-detail/cryptomeria-japonica","","False",0.0,"Cryptomeria japonica","Cryptomeria japonica",186.0,"https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQJWV5cZme-oGoiAnnZn9SzADyU6HtcPPbBmabAZ-vgdI70cHJ7GcWpys8",271.0,"JAPANESE CRYPTOMERIA Cryptomeria japonica",0.0,"Cryptomeria japonica","http://eol.org/pages/126871/overview","Sugi - Cryptomeria japonica (Thunb. ex L.f.) D. Don - Overview ..."
159,"winter",0.0,1.0,"",10645.0,"https://selectree.calpoly.edu/tree-detail/cupaniopsis-anacardioides","Cupaniopsis anacardioides","False",0.0,"Cupaniopsis anacardioides","Cupaniopsis anacardioides","","","","Cupaniopsis anacardioides",0.0,"","",""
160,"",0.0,0.0,"",10663.0,"https://selectree.calpoly.edu/tree-detail/hesperocyparis-arizonica","Cupressus arizonica","True",0.0,"Cupressus arizonica","Cupressus arizonica","","","","Hesperocyparis arizonica",1.0,"Cupressus arizonica","http://eol.org/pages/1282063/overview","Smooth Arizona Cypress - Cupressus arizonica var. glabra ..."
161,"",0.0,0.0,"",10672.0,"https://selectree.calpoly.edu/tree-detail/hesperocyparis-macrocarpa","Cupressus macrocarpa","True",0.0,"Cupressus macrocarpa","Cupressus macrocarpa","","","","Hesperocyparis macrocarpa",1.0,"Cupressus macrocarpa","http://eol.org/pages/32472365/overview","Chamaecyparis nootkatensis x Cupressus macrocarpa (x ..."
162,"",0.0,0.0,"",10675.0,"https://selectree.calpoly.edu/tree-detail/cupressus-sempervirens","Cupressus sempervirens","False",0.0,"Cupressus sempervirens","Cupressus sempervirens","","","","Cupressus sempervirens",0.0,"Cupressus sempervirens","http://eol.org/pages/8796064/overview","Cupressus sempervirens var. horizontalis - Overview - Encyclopedia ..."
163,"",0.0,0.0,"",12550.0,"https://selectree.calpoly.edu/tree-detail/dodonaea-viscosa","Dodonaea viscosa","False",0.0,"Dodonaea viscosa","Dodonaea viscosa","","","","HOP BUSH Dodonaea viscosa",1.0,"Dodonaea viscosa","http://eol.org/pages/582326/overview","Hopseed Bush - Dodonaea viscosa - Overview - Encyclopedia of Life"
164,"",0.0,0.0,"",12739.0,"https://selectree.calpoly.edu/tree-detail/dracaena-draco","Dracaena draco","False",0.0,"Dracaena draco","Dracaena draco","","","","Dracaena draco",0.0,"Dracaena draco","http://eol.org/pages/1087629/overview","Canary Island Dragon Tree - Dracaena draco - Overview ..."
165,"spring, summer",0.0,1.0,"",12771.0,"https://selectree.calpoly.edu/tree-detail/drimys-winteri","","False",0.0,"Drimys winteri","Drimys winteri","","","","WINTER'S BARK Drimys winteri",0.0,"","",""
166,"fall",0.0,1.0,"spring, summer",14137.0,"https://selectree.calpoly.edu/tree-detail/eriobotrya-japonica","Eriobotrya japonica","False",1.0,"Eriobotrya japonica","Eriobotrya japonica","","","","Eriobotrya japonica",1.0,"Eriobotrya japonica","http://eol.org/pages/628975/overview","Eriobotrya japonica"
167,"",0.0,0.0,"",14692.0,"https://selectree.calpoly.edu/tree-detail/eucalyptus-camaldulensis","Eucalyptus camaldulensis","False",0.0,"Eucalyptus camaldulensis","Eucalyptus camaldulensis",190.0,"https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQLxOeuaXjlQExcVv-OG0m55oJshi7_nrW91-lBpxQppaTC9IlKEZGW3t_m",266.0,"Eucalyptus camaldulensis",1.0,"Eucalyptus camaldulensis","http://eol.org/pages/301398/overview","Long-beak Eucalyptus - Eucalyptus camaldulensis - Overview ..."
168,"",0.0,0.0,"",14698.0,"https://selectree.calpoly.edu/tree-detail/eucalyptus-cinerea","Eucalyptus cinerea","False",0.0,"Eucalyptus cinerea","Eucalyptus cinerea","","","","Eucalyptus cinerea",1.0,"Eucalyptus","http://eol.org/pages/29916/overview","Gums - Eucalyptus - Overview - Encyclopedia of Life"
169,"",0.0,0.0,"",14764.0,"https://selectree.calpoly.edu/tree-detail/eucalyptus-globulus","Eucalyptus globulus","False",0.0,"Eucalyptus globulus","Eucalyptus globulus","","","","Eucalyptus globulus",1.0,"Eucalyptus globulus","http://eol.org/pages/301421/overview","Bluegum Eucalyptus - Eucalyptus globulus - Overview ..."
170,"",0.0,0.0,"",14791.0,"","Eucalyptus lehmanni","False",0.0,"Eucalyptus lehmannii","Eucalyptus lehmannii","","","","",1.0,"Eucalyptus lehmannii","http://eol.org/pages/630174/overview","Bushy Yate - Eucalyptus lehmannii - Overview - Encyclopedia of Life"
171,"",0.0,0.0,"",14802.0,"","Eucalyptus macarthuri","False",0.0,"Eucalyptus macarthurii","Eucalyptus macarthurii","","","","",1.0,"","",""
172,"",0.0,0.0,"",14814.0,"https://selectree.calpoly.edu/tree-detail/eucalyptus-melliodora","Eucalyptus melliodora","False",0.0,"Eucalyptus melliodora","Eucalyptus melliodora",52.0,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqJ83G4MYnXaiZTdMWyPE6zqGT9F_-sRVTmrubkmTdyE7pcYNXo8ExBA",180.0,"Eucalyptus melliodora",1.0,"","",""
173,"",0.0,0.0,"",14827.0,"https://selectree.calpoly.edu/tree-detail/eucalyptus-nicholii","Eucalyptus nicholii","False",0.0,"Eucalyptus nicholii","Eucalyptus nicholii","","","","Eucalyptus nicholii",1.0,"","",""
174,"",0.0,0.0,"",14830.0,"","","False",0.0,"Eucalyptus nitida","Eucalyptus nitida","","","","",1.0,"Eucalyptus nitida","http://eol.org/pages/630194/overview","Smithton Peppermint Gum - Eucalyptus nitida - Overview ..."
175,"",0.0,0.0,"",14839.0,"","Eucalyptus odorata","False",0.0,"Eucalyptus odorata","Eucalyptus odorata","","","","",1.0,"Eucalyptus odorata","http://eol.org/pages/637219/overview","Peppermint Box - Eucalyptus odorata - Overview - Encyclopedia of Life"
176,"",0.0,0.0,"",14870.0,"https://selectree.calpoly.edu/tree-detail/eucalyptus-polyanthemos","Eucalyptus polyanthemos","False",0.0,"Eucalyptus polyanthemos","Eucalyptus polyanthemos",52.0,"https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT6I1kLc07StJ6SD-dp4YNXz_dGgwZUJQvTW4H2zaD0sGiXOB2RugWwHxw",180.0,"Eucalyptus polyanthemos",1.0,"Eucalyptus polyanthemos","http://eol.org/pages/633030/overview","Redbox - Eucalyptus polyanthemos - Overview - Encyclopedia of Life"
177,"",0.0,0.0,"",14885.0,"","Eucalyptus redunca","False",0.0,"Eucalyptus redunca","Eucalyptus redunca","","","","",1.0,"Eucalyptus redunca","http://eol.org/pages/633016/overview","Black Marlock - Eucalyptus redunca - Overview - Encyclopedia of Life"
178,"spring, summer, fall, winter",0.0,1.0,"",14924.0,"https://selectree.calpoly.edu/tree-detail/eucalyptus-torquata","Eucalyptus torquata","False",0.0,"Eucalyptus torquata","Eucalyptus torquata",52.0,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRDmdTmC1DnKLukZsvPFo9d2esa5g7X6jEA95pJ1wOSNtzgMqwm1Go48A",180.0,"Eucalyptus torquata",1.0,"","",""
179,"spring",0.0,1.0,"fall, winter",15362.0,"https://selectree.calpoly.edu/tree-detail/feijoa-sellowiana","","False",1.0,"Feijoa sellowiana","Feijoa sellowiana","","","","PINEAPPLE GUAVA Feijoa sellowiana",1.0,"Acca sellowiana","http://eol.org/pages/2508674/overview","Feijoa - Acca sellowiana - Overview - Encyclopedia of Life"
180,"",1.0,0.0,"",16465.0,"https://selectree.calpoly.edu/tree-detail/ginkgo-biloba","Ginkgo biloba","False",0.0,"Ginkgo biloba","Ginkgo biloba","","","","MAIDENHAIR TREE Ginkgo biloba",1.0,"Ginkgo biloba","http://eol.org/pages/1156278/overview","Ginkgo - Ginkgo biloba - Overview - Encyclopedia of Life"
181,"spring",0.0,1.0,"",16779.0,"https://selectree.calpoly.edu/tree-detail/grevillea-robusta","Grevillea robusta","False",0.0,"Grevillea robusta","Grevillea robusta","","","","SILK OAK TREE Grevillea robusta",1.0,"","",""
182,"summer",0.0,1.0,"",17761.0,"https://selectree.calpoly.edu/tree-detail/heteromeles-arbutifolia","Heteromeles arbutifolia","True",0.0,"Heteromeles arbutifolia","Heteromeles arbutifolia","","","","Heteromeles arbutifolia",1.0,"Heteromeles arbutifolia","http://eol.org/pages/2507930/overview","Toyon - Heteromeles arbutifolia - Overview - Encyclopedia of Life"
183,"spring, summer",0.0,1.0,"",18439.0,"https://selectree.calpoly.edu/tree-detail/hymenosporum-flavum","Hymenosporum flavum","False",0.0,"Hymenosporum flavum","Hymenosporum flavum","","","","Hymenosporum flavum",1.0,"","",""
